-3.16031300000000	-65.6033900000000	-6.20124900000000
-3.20266811670861	-65.5571838247526	-6.18304458938198
-4.46507914548412	-65.8744871800408	-6.72709651125799
-5.60422293917170	-65.3826597735204	-6.76511460173834
-6.79401015831595	-65.2957113840642	-7.19709181062542
-7.90617910635769	-64.6502626733566	-6.61912922029832
-7.89860600000000	-64.6024910000000	-6.65747000000000
-2.88436300000000	-65.3852260000000	-4.74352300000000
-2.94231121559762	-65.3220089529642	-4.71861660867595
-3.62676421462670	-63.7022558254777	-5.79914672587245
-5.26193109382617	-63.9624722304888	-5.42361851213987
-6.65938528616201	-62.9527666885067	-5.76433126657866
-8.48843105082749	-64.5958638805255	-5.22734516565578
-8.47487700000000	-64.5103640000000	-5.29596600000000
-2.69980800000000	-65.3116550000000	-3.18506900000000
-2.77325230671987	-65.2315329091894	-3.15350232232367
-3.12286252312766	-62.6308205125554	-4.69545938226837
-5.12024074778019	-62.7905974315943	-4.53196620694365
-6.86995895782989	-61.9589677313618	-4.79260883987855
-8.70031444996181	-64.3431886256760	-3.61449770972877
-8.68554200000000	-64.2500030000000	-3.68928700000000
-2.69215400000000	-64.9012310000000	-1.65151200000000
-2.77878733550818	-64.8067206930093	-1.61427662124637
-2.71716009161767	-61.4405203486949	-4.00051183110930
-5.03808024324077	-61.1157212506972	-3.66404173719759
-7.13676797850857	-61.0213086193387	-4.33688167154015
-8.50190400669170	-63.5958227341433	-1.60815736220958
-8.48677200000000	-63.5003690000000	-1.68476700000000
-2.54832400000000	-64.3556220000000	-0.400348000000000
-2.63701714601479	-64.2588645981448	-0.362227305866042
-2.73647205085853	-60.5517487379510	-3.15689315499704
-5.11516767979915	-59.5170421523386	-2.58554360152091
-7.61849451429465	-59.9553107339189	-4.09429258816590
-8.33985291163216	-63.6552101271662	-0.0920652338557453
-8.32330900000000	-63.5508500000000	-0.175823000000000
